timestamp,speed_kmh,acceleration_ms2,steering_deg,brake_percent,battery_soc,battery_temp_c,pack_voltage_v,pack_current_a,charging_state,grid_frequency_hz
0.0,0.5400000000000001,3.0,-2.079968212480991,0.0,84.99972037105783,25.000419443413254,401.0970232282964,3.4953617771138825,0.0,49.97220953295564
0.05,1.0800000000000003,3.0,2.181109433182424,0.0,84.99927591006404,25.001085715460533,399.85721095267144,5.555762422437329,0.0,50.016122004336005
0.1,1.5673220499063467,2.7073447217019244,-2.0045190009251237,0.0,84.99927591006404,25.001084629745073,400.73396850233905,0.0,0.0,50.01573033502664
0.15000000000000002,2.107322049906347,3.0,0.26697491250450456,0.0,84.99910085779302,25.001346123521856,400.2524455212026,2.1881533877264143,0.0,49.984690093979154
0.2,2.6468684186537312,2.9974798263743567,-0.5073674456095696,0.0,84.99900832242693,25.001483580447474,399.73116437899296,1.1566920761574204,0.0,49.96294544276619
0.25,3.1868684186537313,3.0,3.053085120560319,0.0,84.99852264940169,25.002210606404887,400.401379861935,6.070912815512619,0.0,49.985973117004725
0.30000000000000004,3.7268684186537313,3.0,4.050165523269856,0.0,84.99811297969123,25.00282290036417,399.70317317647095,5.1208713807369755,0.0,50.00656547924162
0.35000000000000003,4.266868418653732,3.0,0.3745617938970709,0.0,84.99789024724248,25.003154176136917,399.4689834671838,2.7841556092694315,0.0,50.021041497720475
0.4,4.806868418653732,3.0,0.47200789755569184,0.0,84.99748497519627,25.003758930030084,400.8486941544655,5.0659005775290415,0.0,50.00092619929588
0.45,5.346868418653732,3.0,2.585591779414857,0.0,84.99723938293933,25.004123559485475,400.5149574737327,3.0699032118510416,0.0,50.01261600328292
0.5,5.8818771348380094,2.972270645468211,1.6181808731180354,0.0,84.99655026920274,25.005153106530866,400.31930987172,8.613921707318344,0.0,49.98694407412309
0.55,6.4218771348380095,3.0,2.964385382075436,0.0,84.9960188957476,25.005945013607047,399.7013275917741,6.642168189273209,0.0,49.97418506926169
0.6000000000000001,6.950312283639605,2.935750826675534,2.8612722954305596,0.0,84.99547400505881,25.00675640462661,400.44978085393205,6.811133609756088,0.0,50.004746762075875
0.65,7.490312283639605,3.0,4.587096407110483,0.0,84.99514165745268,25.007248169631186,399.08865541745854,4.154345076695854,0.0,50.03329552117496
0.7000000000000001,8.030312283639606,3.0,5.006976734477472,0.0,84.99446068169031,25.00826238510509,399.40335066037534,8.51219702946543,0.0,49.99452016470206
0.75,8.570312283639607,3.0,3.619973067150862,0.0,84.99406533322653,25.00884714541566,400.55281472256553,4.941855797278824,0.0,49.99213894124828
0.8,9.096481729954675,2.9231635906392692,3.0909529527460107,0.0,84.9929412147085,25.010524476047287,399.57547257148315,14.051481475353192,0.0,50.02859063949137
0.8500000000000001,9.636481729954676,3.0,7.260250967554,0.0,84.99203641587735,25.011871149817953,400.0639004405657,11.309985389267183,0.0,50.014381860921766
0.9,10.173405148597995,2.982907881351769,3.6038005452012927,0.0,84.99099665307095,25.01341892287774,399.7571617813373,12.99703508003497,0.0,49.99534298567769
0.9500000000000001,10.691144155774332,2.876327817646314,6.864992616844142,0.0,84.98960147363134,25.015498273114275,398.9874198789721,17.439742995096754,0.0,50.00008615284686
1.0,11.231144155774333,3.0,6.927583671240147,0.0,84.98861517590765,25.01696222142668,399.80556280479044,12.328721546000962,0.0,49.99141054708211
1.05,11.753175393677537,2.900173543906696,6.580729442026992,0.0,84.98751123394736,25.018601172145686,399.47275304667795,13.79927450360357,0.0,49.96836094965124
1.1,12.293175393677538,3.0,6.82646916944802,0.0,84.98643328855171,25.020199489067014,399.01718250408067,13.474317445605346,0.0,49.96531228475102
