frame_count,iat_mean,iat_std,iat_min,frame_rate_hz,unique_id_count,unknown_id_count,min_id,top_id_fraction,payload_mean,payload_std,payload_entropy,PWT_Speed_speed_kmh_max,PWT_Speed_speed_kmh_min,PWT_Speed_speed_kmh_range,BMS_State_battery_soc_max,BMS_State_battery_soc_min,BMS_State_battery_soc_range,BMS_State_pack_voltage_v_max,BMS_State_pack_voltage_v_min,BMS_State_pack_voltage_v_range,BMS_State_battery_temp_c_max,BMS_State_battery_temp_c_min,BMS_State_battery_temp_c_range,CHG_Status_grid_frequency_hz_max,CHG_Status_grid_frequency_hz_min,CHG_Status_grid_frequency_hz_range,CHG_Status_charging_state_max,CHG_Status_charging_state_min,CHG_Status_charging_state_range,window_index,start_s,end_s,label_binary,label_multi
67,0.007567727272727273,0.007761665276537877,0.0,134.0,5,0,192,0.3880597014925373,38.99626865671642,65.94856080798309,2.8786351102552303,5.88,0.54,5.34,85.0,85.0,0.0,401.1,399.70000000000005,1.3999999999999773,25.010000000000005,25.0,0.010000000000005116,50.0,49.96,0.03999999999999915,0.0,0.0,0.0,0,0.0,0.5,0,normal
62,0.007946229508196722,0.005721368964904462,0.00045000000000000595,124.0,5,0,192,0.4032258064516129,39.48991935483871,66.86357604560497,2.8970260476985494,8.57,3.73,4.84,85.0,84.99,0.010000000000005116,400.8,399.40000000000003,1.3999999999999773,25.010000000000005,25.0,0.010000000000005116,50.0,50.0,0.0,0.0,0.0,0.0,1,0.25,0.75,0,normal
61,0.008029166666666667,0.004568840586577257,0.0006000000000000449,122.0,5,0,192,0.4098360655737705,37.96516393442623,65.14256760611595,2.910047507120707,11.23,6.42,4.8100000000000005,85.0,84.99,0.010000000000005116,400.40000000000003,399.40000000000003,1.0,25.019999999999996,25.010000000000005,0.009999999999990905,50.03,49.99,0.03999999999999915,0.0,0.0,0.0,2,0.5,1.0,0,normal
63,0.00783258064516129,0.004551132058915667,8.000000000008001e-05,126.0,5,0,192,0.3968253968253968,36.28968253968254,62.42245516977868,2.885032589267297,13.91,9.1,4.8100000000000005,84.99,84.98,0.009999999999990905,399.8,398.5,1.3000000000000114,25.019999999999996,25.010000000000005,0.009999999999990905,50.03,49.97,0.060000000000002274,0.0,0.0,0.0,3,0.75,1.25,0,normal
62,0.008089672131147538,0.0047449842257206954,8.000000000008001e-05,124.0,5,0,192,0.4032258064516129,37.0,62.92084120595112,2.9548878882664016,16.48,11.75,4.73,84.99,84.98,0.009999999999990905,399.70000000000005,398.5,1.2000000000000455,25.040000000000006,25.019999999999996,0.020000000000010232,49.980000000000004,49.97,0.010000000000005116,0.0,0.0,0.0,4,1.0,1.5,0,normal
62,0.007944590163934426,0.0046740794039743724,0.00012999999999996348,124.0,5,0,192,0.4032258064516129,37.38709677419355,63.85233212168317,3.002162672114066,19.14,14.41,4.73,84.98,84.97,0.010000000000005116,399.70000000000005,399.0,0.7000000000000455,25.040000000000006,25.03,0.010000000000005116,49.980000000000004,49.980000000000004,0.0,0.0,0.0,0.0,5,1.25,1.75,0,normal
63,0.00800306451612903,0.004582966917841675,0.00012999999999996348,126.0,5,0,192,0.4126984126984127,38.54365079365079,65.4251213778517,2.9526666714575462,21.8,17.02,4.780000000000001,84.97,84.96000000000001,0.009999999999990905,399.6,398.90000000000003,0.6999999999999886,25.060000000000002,25.040000000000006,0.01999999999999602,50.01,49.980000000000004,0.02999999999999403,0.0,0.0,0.0,6,1.5,2.0,0,normal
63,0.007809677419354838,0.005792919194945453,0.00016999999999978144,126.0,5,0,192,0.3968253968253968,37.24603174603175,63.549997378384234,2.956112856766662,24.45,19.66,4.789999999999999,84.97,84.95,0.01999999999999602,399.6,398.70000000000005,0.8999999999999773,25.070000000000007,25.049999999999997,0.020000000000010232,50.03,50.01,0.020000000000003126,0.0,0.0,0.0,7,1.75,2.25,0,normal
63,0.00787822580645161,0.007804537043613851,7.00000000000145e-05,126.0,5,0,192,0.3968253968253968,35.88690476190476,61.249822700932704,2.962815059748544,27.05,22.330000000000002,4.719999999999999,84.96000000000001,84.94,0.020000000000010232,399.5,398.6,0.8999999999999773,25.090000000000003,25.070000000000007,0.01999999999999602,50.03,50.03,0.0,0.0,0.0,0.0,8,2.0,2.5,0,normal
62,0.007892622950819668,0.008014279449042346,7.00000000000145e-05,124.0,5,0,192,0.4032258064516129,36.497983870967744,61.7412328565352,2.9902294176296866,29.69,24.98,4.710000000000001,84.95,84.93,0.01999999999999602,399.20000000000005,398.40000000000003,0.8000000000000114,25.11,25.08,0.030000000000001137,50.03,50.02,0.00999999999999801,0.0,0.0,0.0,9,2.25,2.75,0,normal
62,0.007877377049180333,0.006917144275162121,0.00026999999999999247,124.0,5,0,192,0.4032258064516129,35.04032258064516,59.91127838158101,3.0012505940506555,32.26,27.580000000000002,4.679999999999996,84.93,84.91,0.020000000000010232,399.20000000000005,397.90000000000003,1.3000000000000114,25.129999999999995,25.099999999999994,0.030000000000001137,50.02,50.01,0.010000000000005116,0.0,0.0,0.0,10,2.5,3.0,0,normal
63,0.007777580645161287,0.006252223265337352,0.000360000000000138,126.0,5,0,192,0.3968253968253968,32.33134920634921,55.56055727909656,2.9676231149023264,34.76,30.19,4.569999999999997,84.92,84.9,0.01999999999999602,399.20000000000005,397.90000000000003,1.3000000000000114,25.150000000000006,25.120000000000005,0.030000000000001137,50.01,49.980000000000004,0.02999999999999403,0.0,0.0,0.0,11,2.75,3.25,0,normal
63,0.007848548387096777,0.006348750917731848,0.000360000000000138,126.0,5,0,192,0.3968253968253968,32.90079365079365,56.17961274571949,2.9551138962160204,37.160000000000004,32.76,4.400000000000006,84.9,84.88,0.020000000000010232,399.20000000000005,397.3,1.900000000000034,25.180000000000007,25.14,0.04000000000000625,50.01,49.980000000000004,0.02999999999999403,0.0,0.0,0.0,12,3.0,3.5,0,normal
62,0.00790344262295082,0.006780616028217372,4.000000000026205e-05,124.0,5,0,192,0.4032258064516129,35.38508064516129,59.53447513017776,3.0238222462194955,39.34,35.26,4.080000000000005,84.89,84.87,0.01999999999999602,398.8,397.3,1.5,25.200000000000003,25.159999999999997,0.04000000000000625,50.02,50.01,0.010000000000005116,0.0,0.0,0.0,13,3.25,3.75,0,normal
62,0.007928196721311478,0.0070870048491441795,4.000000000026205e-05,124.0,5,0,192,0.4032258064516129,36.274193548387096,61.323387727800494,3.028672895287202,41.410000000000004,37.56,3.8500000000000014,84.87,84.84,0.030000000000001137,398.8,398.0,0.8000000000000114,25.230000000000004,25.189999999999998,0.04000000000000625,50.02,49.980000000000004,0.03999999999999915,0.0,0.0,0.0,14,3.5,4.0,0,normal
63,0.007753870967741928,0.006477400751804691,0.00011999999999989797,126.0,5,0,192,0.3968253968253968,38.317460317460316,64.2598767399174,3.028429249939338,43.550000000000004,39.730000000000004,3.8200000000000003,84.86,84.83,0.030000000000001137,399.90000000000003,398.0,1.900000000000034,25.25,25.210000000000008,0.03999999999999204,50.0,49.95,0.04999999999999716,0.0,0.0,0.0,15,3.75,4.25,0,normal
63,0.00784451612903225,0.006665140338628364,9.000000000014552e-05,126.0,5,0,192,0.3968253968253968,38.44047619047619,62.50679668259504,3.0465486162420277,45.54,41.89,3.6499999999999986,84.84,84.81,0.030000000000001137,399.90000000000003,397.90000000000003,2.0,25.28,25.239999999999995,0.04000000000000625,50.01,49.95,0.05999999999999517,0.0,0.0,0.0,16,4.0,4.5,0,normal
62,0.0079211475409836,0.006952407791045179,7.00000000000145e-05,124.0,5,0,192,0.4032258064516129,34.038306451612904,56.018579006487556,3.038317997182925,47.44,43.94,3.5,84.82000000000001,84.79,0.030000000000001137,398.90000000000003,397.90000000000003,1.0,25.299999999999997,25.260000000000005,0.03999999999999204,50.03,50.01,0.020000000000003126,0.0,0.0,0.0,17,4.25,4.75,0,normal
62,0.008082786885245906,0.005790626153505697,7.00000000000145e-05,124.0,5,0,192,0.4032258064516129,34.306451612903224,59.42091890519686,3.073990363137649,49.21,45.910000000000004,3.299999999999997,84.8,84.76,0.03999999999999204,398.90000000000003,397.40000000000003,1.5,25.340000000000003,25.290000000000006,0.04999999999999716,50.03,49.980000000000004,0.04999999999999716,0.0,0.0,0.0,18,4.5,5.0,0,normal
63,0.007801451612903214,0.004155236046543872,0.0007700000000001594,126.0,5,0,192,0.3968253968253968,39.12103174603175,66.81420604253432,3.065874701651722,50.86,47.79,3.0700000000000003,84.78,84.75,0.030000000000001137,398.5,397.40000000000003,1.099999999999966,25.36,25.320000000000007,0.03999999999999204,50.050000000000004,49.980000000000004,0.07000000000000028,0.0,0.0,0.0,19,4.75,5.25,0,normal
63,0.007881290322580649,0.004742116202393522,0.0005000000000006111,126.0,5,0,192,0.3968253968253968,38.62103174603175,65.47049827950941,2.9773164544363264,52.49,49.57,2.9200000000000017,84.76,84.72,0.04000000000000625,398.6,397.6,1.0,25.400000000000006,25.349999999999994,0.05000000000001137,50.050000000000004,49.99,0.060000000000002274,0.0,0.0,0.0,20,5.0,5.5,0,normal
